RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
343,96637649,Robinson,510,Spain,Male,83,5,117312.89,3,1,1,127715.7,1
344,50264926,Barrett,701,Germany,Female,90,4,134577.95,1,1,1,26725.63,1
345,71367643,Ramirez,685,Spain,Male,24,7,0.0,1,1,0,137700.6,0
346,52436584,Hanson,832,Spain,Female,67,5,92764.0,1,1,0,82193.01,0
347,19736572,Williams,704,Spain,Male,24,10,100483.3,1,1,0,141128.04,0
348,11250299,Mcclure,610,France,Female,49,10,0.0,2,1,0,36441.08,0
349,71510041,Jenkins,621,Germany,Male,73,3,0.0,1,1,0,88651.4,0
350,93370583,Saunders,846,France,Female,58,0,91482.44,3,1,1,139853.78,0
351,85563727,Porter,615,Germany,Male,78,5,80276.91,1,1,1,35341.7,0
352,23419256,Mooney,706,France,Male,86,6,133268.48,1,1,1,117694.3,1
353,19832887,Marquez,626,Germany,Female,91,8,67240.68,2,1,0,115813.27,1
354,82160068,Moody,754,Germany,Female,68,5,85854.9,1,0,1,114232.88,1
355,38609087,Nielsen,759,France,Male,68,6,93820.21,1,0,1,79392.02,0
356,77898694,Carroll,647,Germany,Female,78,0,111488.37,1,1,0,141530.69,0
357,45594597,King,610,Spain,Male,35,8,0.0,1,0,1,119857.18,0
358,27778019,Davis,608,Spain,Female,40,3,16868.43,2,1,0,116532.34,1
359,56843172,Nguyen,482,France,Female,43,4,119505.64,1,1,0,67019.87,0
360,19233013,Mccoy,659,Germany,Female,73,4,64804.72,2,1,0,43889.22,0
361,42787299,Price,657,Spain,Female,44,0,115842.1,2,0,1,127270.34,0
362,59597086,Middleton,570,France,Male,28,5,167665.29,2,0,1,59768.47,0
363,48250360,Wise,472,France,Male,77,4,54719.45,2,1,1,182239.65,1
364,31172421,Anderson,670,France,Female,74,2,151295.97,1,1,0,216157.44,1
365,68812137,Thompson,682,Germany,Male,62,2,68660.3,4,1,0,59736.63,0
366,82909480,Gill,688,France,Male,84,0,22961.55,1,1,1,53116.99,1
367,50603163,Watts,553,Spain,Female,77,9,0.0,2,0,0,125238.03,1
368,92097999,Spence,688,Germany,Male,85,3,12051.71,1,1,1,117362.19,1
369,97775215,Estrada,632,France,Male,37,9,107464.81,2,1,0,98208.91,1
370,80993218,Jones,733,Spain,Female,26,9,11841.78,2,1,1,132849.44,0
371,11049999,Smith,555,Spain,Male,43,5,150668.19,1,1,1,140278.97,0
372,99639081,Barr,761,France,Male,80,8,118898.83,3,1,1,56010.63,0
373,84437458,Cole,796,France,Male,87,2,90083.64,1,1,1,51300.03,0
374,50181935,Dixon,661,France,Male,26,1,0.0,2,1,0,6382.68,1
375,99038526,Harmon,689,France,Female,82,9,5998.31,2,0,0,3710.94,1
376,23903144,Gordon,726,France,Female,53,7,71030.6,1,1,1,45682.09,1
377,28024248,Bush,550,Spain,Female,79,7,74408.11,2,1,1,80896.19,0
378,45496015,Smith,602,France,Male,69,10,0.0,2,0,0,145674.75,1
379,25492573,Smith,667,France,Male,22,0,104577.76,1,0,0,135012.35,0
380,24366125,Blake,846,Germany,Male,54,1,28931.41,2,0,0,126740.36,1
381,84252420,Martinez,533,Germany,Female,24,10,0.0,1,1,0,88801.14,0
382,30863865,Young,808,Spain,Female,43,1,55092.23,1,1,1,227330.78,0
383,46553958,Patterson,631,Spain,Male,74,4,0.0,1,0,1,32256.46,0
384,47816686,Sanchez,646,France,Female,69,0,23958.64,3,1,0,85731.71,1
385,91178885,Miller,768,France,Female,70,3,141628.48,1,0,1,119467.35,0
386,38270233,Taylor,846,Spain,Male,67,1,45931.98,2,1,1,38269.24,0
387,56020613,Jimenez,691,Germany,Female,19,2,143809.18,2,1,1,82873.95,0
388,37326368,Harris,762,Spain,Female,61,8,166876.87,2,0,1,17804.56,1
389,95125977,Bennett,560,France,Male,54,3,157662.17,1,1,0,80731.13,0
390,45431319,May,598,Spain,Male,57,8,73990.12,1,1,1,184145.78,0
391,77834855,Young,518,Germany,Female,33,9,45981.04,1,1,0,109596.44,0
392,75569635,Swanson,599,France,Female,70,5,41757.8,2,1,1,210091.29,0
393,43704923,Hinton,704,Germany,Female,63,5,198037.21,1,1,1,181032.85,0
394,16818112,Wallace,670,Germany,Female,48,3,62862.23,1,1,0,15916.48,0
395,22388090,Wiley,817,France,Female,22,7,141296.03,1,1,0,34468.7,0
396,95132217,Taylor,849,France,Male,23,8,105908.82,1,0,0,181784.05,0
397,66851377,Stewart,636,Spain,Male,44,9,0.0,1,1,0,94573.87,0
398,47135391,Buchanan,584,France,Male,58,2,60311.32,1,1,0,15925.74,1
399,15917225,Williams,762,France,Female,92,7,0.0,4,1,1,154442.63,1
400,10475894,Conner,772,France,Female,72,1,77938.32,3,1,1,187836.48,0
401,54769200,Perry,692,France,Female,54,5,47863.49,1,0,0,185025.55,1
402,27558317,Hess,718,Spain,Male,40,0,25973.92,2,1,1,128541.07,0
403,95511909,Christensen,703,Spain,Male,30,6,0.0,1,1,1,167886.46,0
404,45159040,Perez,554,France,Female,28,9,43979.39,2,0,0,129765.59,0
405,31687165,Quinn,531,Spain,Male,23,8,112821.06,1,1,0,45048.68,0
406,69302158,Cooper,645,Spain,Male,86,7,233737.29,2,0,1,163562.5,1
407,84045292,Harris,630,France,Female,19,6,0.0,1,0,0,87823.03,0
408,67403166,Brown,676,Spain,Female,82,6,187854.45,2,1,1,205624.52,0
409,85283645,Hardin,637,France,Female,61,1,31680.5,1,0,1,80507.16,1
410,11297845,Mcneil,484,Spain,Male,64,8,118406.66,2,1,1,86738.28,1
411,25015458,Solis,445,Germany,Male,89,7,153849.33,1,1,0,38348.54,0
412,20099059,Horton,721,Germany,Male,76,1,161549.04,2,1,0,141434.85,0
413,30005727,Walker,585,France,Male,29,6,155314.98,3,0,0,208451.03,0
414,83227889,Salas,627,Spain,Male,90,4,77028.12,1,1,0,145778.59,0
415,14835614,Boyd,595,France,Male,31,5,131174.86,1,1,1,104874.7,1
416,59555330,White,561,France,Female,60,8,12910.06,2,1,1,74469.95,0
417,88183110,Soto,558,France,Male,66,3,175641.65,1,1,0,62775.83,0
418,84158663,Brown,748,Spain,Male,36,10,16966.54,1,1,0,169955.47,0
419,29876811,Vasquez,626,France,Male,65,4,153756.56,2,1,0,64226.51,0
420,67684996,Mckay,711,Spain,Female,65,5,140700.17,2,1,0,18655.31,0
421,27105448,Williams,724,Germany,Male,91,0,0.0,1,1,0,271476.58,0
422,15614174,Braun,680,France,Male,86,1,204066.08,1,0,0,116933.13,1
423,51373735,Mays,727,France,Male,47,3,141248.94,1,0,0,78755.84,1
424,58942697,Martinez,651,France,Male,69,10,6248.38,2,0,0,62171.62,0
425,15354599,Thompson,782,Germany,Female,79,2,112571.01,1,1,0,131596.7,1
426,58024342,Dunn,729,Spain,Male,19,4,0.0,1,0,0,34577.88,1
427,38195995,Pope,742,France,Male,69,9,70349.98,2,0,0,64766.58,0
428,43491314,Harris,558,Spain,Female,86,3,49810.57,2,0,0,124778.22,1
429,99514287,Romero,675,France,Male,27,8,115546.22,1,1,0,50170.77,0
430,23796726,Simmons,472,Spain,Female,74,1,24973.41,1,1,1,33328.12,0
431,57469942,Mcdonald,785,Spain,Male,22,1,26834.62,3,1,0,70124.88,0
432,85146293,Martin,589,Spain,Female,48,0,107074.07,3,0,0,84119.94,0
433,64543049,Gonzalez,602,Germany,Male,79,1,0.0,3,1,0,86337.11,1
434,93303777,Coleman,517,Spain,Male,92,6,76162.66,1,1,0,84753.86,1
435,30743797,Obrien,646,France,Male,72,0,0.0,2,0,1,116156.42,0
436,41774346,Turner,623,France,Female,72,6,54717.31,3,1,1,60510.62,0
437,31810617,Ray,826,France,Male,37,6,118143.63,3,1,0,117042.38,0
438,33763566,Faulkner,733,Germany,Female,79,2,97157.64,1,1,0,66996.26,1
439,65337219,Harris,600,Germany,Female,67,0,0.0,1,0,1,93286.25,0
440,13326769,Huffman,488,Germany,Male,88,1,157306.42,2,1,0,63869.9,1
441,34073380,Olson,428,Spain,Male,63,1,0.0,1,1,1,3111.17,0
442,54585178,Tapia,550,France,Male,20,5,52701.93,1,1,1,117394.51,0
443,65259205,Ward,520,Germany,Female,56,10,68180.17,1,1,1,160938.27,0
444,99913412,Gray,683,France,Female,76,4,60073.98,1,1,0,114695.63,0
445,43308443,Ruiz,635,France,Male,77,6,0.0,2,1,0,29731.4,1
446,45810056,Henderson,651,Germany,Male,46,3,1484.67,1,1,0,24453.32,0
447,31367172,Lynch,557,Spain,Female,30,1,108469.78,1,1,1,148433.88,0
448,24508349,Hamilton,664,Germany,Male,83,2,100964.37,3,0,1,123795.58,1
449,61343880,Moore,512,France,Male,79,5,96013.55,2,1,0,109022.24,0
450,15197528,Mckay,641,Germany,Male,83,9,140732.85,3,0,0,148686.35,1
451,73174945,Olson,730,France,Male,68,2,74546.0,1,0,1,138372.23,0
452,39854548,Gill,614,Spain,Female,80,10,79235.36,2,0,0,107272.7,1
453,36786211,Simmons,693,Germany,Female,48,7,103917.33,1,1,0,179608.52,1
454,71780854,Miller,458,France,Male,76,3,0.0,3,1,1,197979.91,1
455,56930359,Knox,450,France,Male,54,6,7902.98,1,0,1,173162.2,1
456,50962024,Evans,681,France,Female,77,7,0.0,2,1,0,143721.56,0
457,40547349,Medina,751,Spain,Male,28,7,59944.56,1,1,1,106641.46,0
458,39920292,Tran,626,France,Male,40,9,41130.92,3,1,1,102769.4,0
459,13176186,Thompson,850,Spain,Male,34,7,56377.25,1,0,0,142722.74,0
460,98588154,James,509,Germany,Female,48,0,87135.44,1,1,1,68058.96,0
461,35921441,Torres,584,Germany,Female,79,4,59015.83,2,1,1,96610.45,1
462,63481198,Campbell,663,France,Female,26,9,128946.46,1,1,0,65746.25,0
463,54058573,Hart,695,Spain,Male,72,2,0.0,1,1,0,95943.1,1
464,47393469,Castillo,593,France,Female,80,5,71484.42,1,1,0,53222.81,0
465,19317495,Cook,547,Germany,Male,68,5,12855.31,1,0,1,87700.61,1
466,47463522,Espinoza,710,Germany,Female,66,6,0.0,1,1,1,77628.5,1
467,57130035,Gonzalez,662,Germany,Male,28,9,59023.53,1,1,0,161103.11,1
468,96098221,Hendricks,616,Spain,Male,63,5,55167.78,2,1,1,166242.17,0
469,78371272,Smith,698,France,Male,34,0,85360.51,2,1,1,132770.38,0
470,63643924,Hensley,636,Germany,Male,36,2,128236.22,2,1,0,15834.4,0
471,81969657,Cross,636,France,Male,82,6,73349.95,1,1,0,134162.07,1
472,54446182,Brooks,632,France,Female,64,8,38620.97,1,1,1,149978.25,0
473,13704481,Sullivan,570,France,Female,92,7,75732.45,2,1,0,81399.64,1
474,25480907,Perry,560,France,Female,52,8,0.0,4,0,1,143759.49,0
475,45059710,Foster,599,France,Male,44,2,15595.42,1,1,1,153463.96,0
476,33966966,Harmon,653,France,Male,92,1,135383.99,2,1,1,7892.67,1
477,87925434,Cruz,468,France,Male,64,10,102323.19,2,0,1,154835.69,0
478,45630292,Parker,741,Germany,Male,82,6,165833.39,2,1,0,87869.66,0
479,15134794,Archer,651,Germany,Male,21,8,696.1,1,1,0,21935.15,0
480,24549543,Jones,546,France,Female,57,10,24115.56,2,0,0,109110.98,0
481,90070438,Dyer,806,France,Female,79,2,17970.51,1,1,1,78027.66,0
482,68326160,Riddle,654,France,Male,78,9,100729.24,1,1,1,148625.62,1
483,56397338,Martinez,520,Germany,Female,71,4,0.0,1,0,0,134985.61,0
484,52101056,Frederick,802,France,Female,30,6,93749.31,3,0,0,131055.62,1
485,68571795,Martin,781,France,Male,59,4,84904.35,2,1,0,55548.41,1
486,91363974,Hines,561,France,Female,25,2,0.0,1,1,1,77756.31,1
487,78642041,Krueger,618,France,Male,78,9,47515.35,1,1,1,82590.94,0
488,25521714,Wise,605,France,Male,65,3,141499.7,2,1,1,137005.8,0
489,61700055,Walton,466,Germany,Female,32,0,199071.02,3,1,0,178469.86,1
490,87388337,Bailey,681,Germany,Female,72,1,10109.46,2,1,1,131239.34,1
491,35511941,Fletcher,731,Germany,Male,71,10,0.0,2,1,0,52718.42,1
492,44188276,Reid,713,Germany,Male,21,9,0.0,1,0,1,75675.31,0
493,15957459,Richardson,653,Germany,Female,24,7,16158.76,1,0,1,123432.13,0
494,68526649,Brown,741,France,Male,33,8,100337.67,1,1,0,166188.58,0
495,10226999,Cruz,539,Spain,Female,23,7,28508.3,2,1,0,93902.92,0
496,79782527,Coleman,826,Germany,Female,58,10,27665.67,2,0,1,138509.46,0
497,82269803,Wright,575,France,Male,83,1,141325.01,1,1,1,11291.23,1
498,36445607,Woods,585,Germany,Female,22,0,0.0,1,1,0,68872.44,0
499,58884978,Dorsey,594,France,Female,64,7,123615.97,1,0,0,141343.38,0
500,67887757,Ward,587,Germany,Female,49,10,4200.14,2,1,0,36527.4,0
501,19391725,Mann,631,Germany,Male,80,6,80198.76,1,1,0,162080.17,0
502,99152472,Johnson,627,Spain,Male,54,10,192976.68,2,1,0,121992.01,0
503,54318698,Wade,662,Spain,Male,68,4,34962.31,1,0,0,104924.86,1
504,93638503,Hernandez,570,Germany,Female,87,7,45742.85,1,1,0,16183.43,1
505,52133044,Jacobs,666,Germany,Female,28,5,112065.37,1,1,0,153941.49,0
506,99038359,Blackburn,544,Spain,Female,41,9,20210.44,1,1,0,211775.34,1
507,26726926,Hernandez,721,France,Female,38,7,120469.89,1,1,0,85854.97,0
508,50308572,Wright,719,Spain,Male,30,4,0.0,1,1,1,72176.99,0
509,78064830,Lane,649,France,Male,66,2,74390.04,2,1,1,83395.11,1
510,51511484,Bates,586,France,Female,18,3,95495.12,3,1,1,142744.34,1
511,99508850,Martin,680,France,Female,46,0,0.0,2,1,1,157768.14,0
512,64813568,Wilson,563,Spain,Female,27,1,0.0,1,1,0,132788.28,0
513,53779528,Davis,653,France,Male,64,5,130350.98,1,1,0,85213.83,1
514,64009265,Dawson,635,France,Male,74,0,114701.78,2,1,1,162484.03,0
515,49682169,Cruz,850,France,Female,53,5,93.28,1,1,1,34979.21,0
516,84411983,Mccarthy,530,France,Male,51,0,108223.09,2,1,0,167324.19,0
517,27084279,Mccann,391,France,Male,51,1,57386.8,3,0,1,175183.92,0
518,35748341,Miller,588,Germany,Female,32,7,101859.67,1,1,1,77621.85,1
519,66431351,Kent,483,France,Female,46,0,74750.0,1,1,1,200253.5,0
520,99245317,Liu,579,Spain,Female,87,3,0.0,1,1,1,157092.65,0
521,60888017,Martin,524,Spain,Female,21,2,31786.01,1,1,0,100178.38,1
522,33357554,Simmons,562,France,Female,77,0,73550.65,1,1,1,80570.92,0
523,92613013,Holt,546,France,Male,30,2,0.0,3,1,0,144552.31,1
524,86384014,Mason,743,Germany,Male,26,1,0.0,1,1,1,63610.87,0
525,50392808,Ferguson,645,France,Female,39,0,32325.67,1,1,0,182652.47,1
526,64502486,Tanner,754,France,Male,38,7,0.0,1,1,1,68015.95,0
527,83542887,Willis,653,Spain,Female,41,1,15607.93,1,0,1,240462.15,0
528,10054484,Gross,740,Spain,Female,81,10,153896.77,2,1,0,117056.14,1
529,50785405,Goodwin,620,Spain,Male,85,5,3729.19,1,1,0,24481.83,1
530,48508907,Glass,804,France,Male,69,4,56715.96,2,1,0,174606.49,0
531,38210242,Booth,695,Germany,Female,28,9,4492.93,2,0,1,78076.64,0
532,67698610,Rodriguez,574,Germany,Male,88,8,90559.08,2,1,0,6319.71,0
533,87844239,Armstrong,710,France,Male,81,4,140368.44,1,1,1,207947.53,0
534,91424737,Salinas,652,Germany,Female,23,10,52710.99,1,0,1,256115.61,0
535,97873101,Olsen,630,France,Male,47,5,116549.14,2,1,0,130207.38,0
536,53251559,Adams,659,France,Male,76,7,0.0,1,0,1,137005.15,1
537,72409658,Clark,722,Germany,Female,24,10,83995.8,1,1,1,126652.64,0
538,69295515,Goodman,444,France,Female,23,7,34165.3,1,1,1,135550.3,0
539,69345683,Hale,615,France,Male,63,6,73639.29,2,1,0,82766.46,0
540,38682516,Smith,716,Spain,Female,43,6,42171.69,2,1,1,99874.5,0
541,78608612,Jackson,674,Spain,Female,51,7,197786.55,3,1,1,89234.51,0
542,73509974,Vasquez,540,Germany,Male,74,10,127769.84,2,1,1,100418.71,0
543,32775593,Davis,420,Spain,Male,58,7,131828.58,4,1,0,31544.55,1
544,98429450,Ayala,814,Spain,Female,71,3,209612.53,4,1,1,155389.52,0
545,21381064,Butler,631,France,Male,27,0,159361.71,1,0,1,106248.41,0
546,48089166,Butler,796,France,Female,18,8,68473.71,1,1,1,141013.83,0
547,79182797,Roberts,727,France,Female,36,5,77572.26,2,1,0,128740.46,0
548,99100953,Jordan,573,France,Male,33,4,222306.51,3,1,1,29001.09,1
549,94951883,Thompson,407,Spain,Female,42,10,0.0,2,1,0,126167.08,1
550,93115778,Lopez,605,France,Male,76,1,65359.25,1,0,1,147449.37,0
551,54988206,Taylor,646,France,Female,29,0,0.0,1,1,1,51793.17,0
552,22534217,Tucker,693,France,Male,27,8,36731.66,4,1,1,100449.27,0
553,41523529,Shaw,542,France,Female,33,10,21455.12,1,1,1,80943.96,0
554,51663795,Rodriguez,667,Spain,Male,42,9,0.0,3,1,0,123001.35,0
555,40150759,Bradley,667,France,Female,32,9,0.0,1,0,1,91944.94,0
556,36726767,Lewis,745,France,Female,31,9,0.0,3,1,1,1337.73,0
557,29777514,Harris,620,France,Male,61,7,75262.58,1,0,0,44493.55,1
558,13278320,Brady,692,France,Male,26,10,138682.26,4,1,1,135703.39,0
559,16202700,Lamb,677,Germany,Female,29,3,85359.87,2,0,0,125623.23,0
560,42862209,Lee,734,France,Female,80,8,87101.56,2,0,0,236481.95,1
561,73771720,Bird,570,France,Male,19,1,57936.17,1,0,0,101825.33,0
562,92043803,Savage,352,France,Male,22,5,0.0,1,1,1,2793.18,0
563,19774839,Alexander,627,Spain,Female,23,3,49750.13,1,1,0,183223.44,0
564,71124923,Durham,627,Germany,Male,58,10,132834.45,2,1,0,159831.45,0
565,65625330,Rodriguez,537,Germany,Female,70,4,2703.3,1,1,1,56684.24,1
566,94525678,Fields,503,Germany,Male,69,2,60905.56,2,1,0,148524.82,0
567,87265240,Miller,594,Spain,Male,69,6,0.0,1,1,1,118394.05,0
568,36096655,Miller,638,France,Female,22,0,118472.5,2,1,0,51756.32,0
569,61536717,Martinez,659,France,Male,43,1,10782.6,1,1,1,118361.73,0
570,76354180,Brown,428,Germany,Female,65,4,12024.76,3,0,0,68200.05,1
571,63640499,Johnson,479,France,Female,69,6,175332.37,1,0,0,18708.71,1
572,42747037,Young,759,Spain,Male,43,6,81477.68,3,1,1,91586.11,0
573,29806690,Washington,631,France,Male,81,0,58934.96,2,1,0,139028.22,0
574,98054615,Hodges,649,Spain,Male,80,7,27700.11,1,1,0,98762.64,0
575,10744212,Smith,520,Spain,Female,75,0,0.0,3,1,1,64851.85,1
576,24305904,Adams,649,Germany,Female,77,8,163661.06,1,1,1,132417.01,0
577,67062156,Moses,613,Spain,Female,91,0,32598.59,2,1,1,89287.48,1
578,39372360,Ortega,590,Germany,Male,77,0,38675.77,2,1,0,50374.6,1
579,33607110,Mccormick,508,Spain,Male,61,5,0.0,2,1,1,114579.89,0
580,79519112,Williams,565,France,Male,47,8,11538.63,1,1,0,88747.75,1
581,72350830,Clark,841,France,Female,45,8,0.0,1,1,1,206344.55,0
582,16740197,Conner,616,Germany,Male,79,6,76390.2,3,0,0,152336.96,0
583,84813739,Bennett,726,France,Male,40,1,77944.61,1,1,0,147586.72,0
584,43446826,Meyer,630,France,Male,65,10,25827.84,2,1,1,761.37,0
585,26288475,Hayden,619,Spain,Male,55,0,0.0,3,0,1,143541.36,1
586,71265269,Adams,588,Germany,Female,46,3,89566.41,1,1,1,152483.01,1
587,27896471,Tucker,780,France,Female,51,8,46357.81,1,1,0,8116.25,1
588,72363359,Sherman,686,France,Female,24,6,124390.95,1,1,1,52568.16,0
589,99600766,Munoz,573,France,Male,71,8,40686.45,3,1,0,57518.56,0
590,81287314,Rogers,611,France,Female,23,8,0.0,3,1,0,161737.57,0
591,85017682,Maldonado,754,Spain,Male,23,10,204940.8,3,0,0,169752.71,0
592,89920257,Cooper,374,France,Female,36,5,71840.67,1,0,1,58023.95,0
593,52587010,Edwards,680,France,Female,57,9,36018.66,1,1,1,34283.24,0
594,69401199,Allen,702,Germany,Male,40,1,161485.09,3,0,1,21680.58,0
595,92228802,Ward,577,France,Female,84,1,0.0,3,0,0,6935.49,1
596,77750178,Ross,664,France,Male,87,0,0.0,1,1,1,59423.9,0
597,67276174,Bishop,698,Germany,Male,47,2,47259.41,1,0,0,63756.64,1
598,83534128,Hester,530,Germany,Male,92,1,37130.6,1,1,1,99683.44,0
599,69849511,Marks,731,Spain,Male,24,9,0.0,2,1,1,134056.22,0
600,31361812,Drake,678,Germany,Female,28,5,98507.2,1,1,0,113265.81,0
601,73709724,Smith,635,France,Female,44,4,176561.88,1,1,1,62182.6,0
602,70407340,Harrell,660,Spain,Female,88,7,0.0,2,1,0,94146.2,0
603,44788100,Morales,718,Spain,Female,55,3,0.0,1,1,1,52941.42,0
604,43183955,Houston,850,Germany,Female,70,6,105362.31,1,0,1,74692.65,0
605,95585469,Buckley,709,Spain,Male,66,0,138725.82,2,1,0,85522.21,0
606,47220099,Johnson,728,Spain,Male,55,7,0.0,3,0,0,143243.04,1
607,79967676,Martinez,668,Spain,Male,87,9,69068.25,2,1,0,151957.64,1
608,75041510,Schmidt,834,France,Female,89,0,112698.19,4,1,0,52711.26,1
609,94120751,Tapia,507,Germany,Female,51,0,78373.94,3,1,0,101034.69,0
610,42111036,Walton,481,France,Female,71,1,17509.62,1,1,1,140569.07,0
611,46855845,Wright,664,Germany,Male,64,6,98483.59,1,0,1,92189.95,0
612,69038700,Hayes,714,Germany,Male,62,8,64176.87,1,0,0,79621.95,0
613,20399639,Parks,400,Spain,Female,25,9,121945.45,2,1,0,157283.69,1
614,48349783,Kane,649,Spain,Male,33,8,0.0,2,0,1,136716.84,0
615,41473195,Robertson,632,France,Female,92,6,46942.95,2,1,1,97769.95,1
616,46468984,Keller,722,Germany,Male,36,7,0.0,2,1,0,47379.61,1
617,55076693,Smith,691,Germany,Male,66,3,21192.78,1,0,0,9763.21,0
618,52910691,Little,474,France,Female,86,8,43601.42,1,0,1,110678.28,0
619,82498004,Mcmahon,545,France,Female,63,2,102777.87,1,1,0,134847.07,1
620,20814950,Morris,571,France,Female,34,10,29519.5,1,1,1,40012.52,0
621,28572252,Schultz,721,Spain,Male,82,0,3123.61,1,1,1,156360.5,1
622,30244148,Marks,686,France,Male,20,10,0.0,3,0,1,80768.2,0
623,41039390,Montes,589,Spain,Female,72,5,67433.95,2,1,1,744.55,0
624,61410126,Fitzgerald,664,France,Female,37,7,0.0,2,1,0,127935.04,0
625,30509175,Gregory,547,Spain,Male,66,1,0.0,1,1,1,94567.79,1
626,38716269,Hall,848,France,Female,54,3,40551.12,3,1,1,91626.49,0
627,18620650,Washington,705,Spain,Male,60,9,32080.04,3,1,0,147908.91,1
628,65682626,Stevenson,726,France,Male,46,0,0.0,1,1,1,186020.18,0
629,64707061,Bauer,783,Germany,Female,57,2,21896.52,1,1,0,133295.86,1
630,54410148,Bailey,748,Spain,Female,88,6,93418.57,2,1,0,76642.1,1
631,82828034,Crosby,653,Spain,Male,79,8,69242.7,2,1,1,1374.18,1
632,72535301,David,632,Spain,Male,49,4,12418.73,3,0,0,135523.47,1
633,65804273,Alvarez,774,France,Female,88,0,96406.27,1,0,0,103065.92,1
634,18357162,Barrett,652,France,Female,84,1,104681.73,3,0,1,55538.08,0
635,37760841,Lyons,577,France,Female,65,9,130397.9,2,1,1,70441.29,0
636,66390708,Garcia,840,France,Male,62,2,0.0,1,1,1,185344.49,1
637,62274692,Cruz,559,Germany,Female,20,6,0.0,2,1,1,154300.8,0
638,88393811,Lawson,481,Germany,Female,57,10,139662.9,1,1,0,164547.87,1
639,12621534,Joseph,746,Spain,Female,33,4,111092.85,1,1,1,160240.44,0
640,87267850,Kane,579,Spain,Male,30,0,110795.54,1,0,0,114926.21,1
641,61053877,Walter,692,Germany,Female,82,8,38218.05,1,0,0,41062.09,0
642,74019136,Glover,826,Spain,Female,38,8,67770.18,2,0,1,106114.94,0
643,10791358,Moran,516,France,Female,64,7,189554.09,1,1,0,137409.1,1
644,57212267,Johnson,646,France,Female,83,9,179995.67,1,1,0,93505.25,0
645,50079111,Jimenez,793,Germany,Female,62,8,0.0,2,0,0,115226.31,0
646,62343121,Miller,716,Spain,Male,76,7,87885.09,1,1,1,131939.31,0
647,66240084,Collier,632,France,Male,76,3,60089.51,1,1,1,155253.11,0
648,82238741,Davies,850,Germany,Female,51,0,150645.46,2,1,1,153919.2,1
649,83300637,Archer,640,Germany,Male,87,7,122229.06,2,1,0,79208.2,1
650,90967191,Owens,688,France,Male,86,9,97394.42,3,1,0,24820.14,0
651,39600202,Mosley,809,France,Female,43,7,38651.78,2,0,0,187601.3,0
652,75529051,Friedman,745,Spain,Male,79,7,80117.82,2,0,1,118467.92,0
653,39450273,Olson,778,Germany,Female,31,7,166876.72,1,1,1,83393.3,1
654,46632757,Fernandez,562,France,Male,26,3,98441.05,1,1,1,5902.63,0
655,68496914,Sanchez,769,Spain,Male,57,1,239163.4,2,1,1,140733.8,0
656,75181765,Jackson,666,France,Male,63,6,126311.55,1,1,1,128269.44,0
657,13895645,Raymond,577,Spain,Female,61,10,19036.02,1,1,0,84255.54,0
658,62191530,Graves,671,France,Female,77,1,50530.3,1,1,0,121969.26,0
659,55114543,Garcia,668,Germany,Male,47,0,0.0,1,0,1,180372.97,0
660,99774697,Holder,831,France,Male,78,7,129177.68,1,1,0,27861.36,1
661,64266464,Johnson,686,France,Male,85,4,147520.18,1,1,1,164172.87,0
662,32151928,Hickman,574,Spain,Female,24,9,0.0,2,1,1,46932.99,0
663,72732043,Nguyen,551,France,Female,51,5,55393.03,2,0,0,32720.0,0
664,27129912,Reyes,645,France,Female,34,5,105016.53,2,1,0,84716.65,0
665,93517915,Ramirez,519,France,Male,67,0,155385.93,2,1,0,177992.83,1
666,81688860,Ball,580,Germany,Female,48,10,172089.68,2,0,1,55735.42,0
667,13619375,Wade,626,Spain,Male,39,3,292.65,2,1,1,92160.33,1
668,62884503,Lynn,609,Spain,Male,36,4,114447.39,1,1,1,15798.9,1
